customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,signup_date,churn_date,random_col
0667-NSRGI,Female,,Yes,,,Yes,,,No,No,Yes,,,Yes,,,,69.55,3435.6,No,2022-07-26,,9736
7083-YNSKY,Female,0.0,No,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,2019-03-21,,1278
6893-ODYYE,Male,0.0,No,No,50.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.1,4549.45,No,2023-12-15,,5724
8242-JSVBO,Male,0.0,No,No,7.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,No,2019-02-15,2019-05-21,9856
2479-BRAMR,Male,1.0,Yes,No,41.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,2020-09-29,,7057
9541-ZPSEA,Male,0.0,Yes,Yes,68.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,No,2022-03-11,,6691
2665-NPTGL,Female,1.0,Yes,No,26.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,No,2022-05-25,2025-05-05,7232
1139-WUOAH,Male,0.0,No,No,57.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,No,2019-09-14,,7355
4693-VWVBO,Female,0.0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,No,2022-01-21,2023-12-31,2452
7434-SHXLS,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,2020-08-31,,3778
6937-GCDGQ,Male,0.0,Yes,Yes,19.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,No,2019-09-30,2021-04-29,2726
0988-JRWWP,Female,0.0,No,No,3.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,No,2024-01-14,,2906
5075-JSDKI,Female,0.0,No,No,59.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,No,2022-08-19,,2873
  7908-QCBCA  ,  Female  ,0.0,  Yes  ,  No  ,  1.0  ,  Yes  ,  No  ,  Fiber optic  ,  No  ,  No  ,  No  ,  No  ,  No  ,  No  ,  Month-to-month  ,  Yes  ,  Mailed check  ,69.4,  69.4  ,  Yes  ,  2022-06-23  ,    ,  6740  
8644-XYTSV,,0.0,Yes,No,,,,DSL,Yes,No,No,,,No,,,,,,No,2022-08-01,,9394
6711-FLDFB,Female,0.0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,2022-09-06,2024-02-16,6030
3873-WOSBC,Male,0.0,Yes,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1784.9,No,2023-01-07,,1140
7465-ZZRVX,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,No,2022-12-11,,7229
7975-JMZNT,Male,0.0,Yes,No,-10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,No,2023-07-11,2025-11-13,5869
7251-XFOIL,Female,0.0,No,No,61.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No,2020-12-19,2020-08-23,7994
4116-IQRFR,Male,0.0,Yes,Yes,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.1,73.1,No,2023-02-20,2024-07-18,4394
3714-JTVOV,Female,1.0,Yes,No,  42.0 ,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,2023-07-23,2024-01-19,4857
8259-DZLIZ,Female,,Yes,,64.0,Yes,,,No,Yes,No,,,No,,Yes,,53.85,,No,2022-11-18,,6933
0442-ZXKVS,Female,1.0,Yes,No,ten,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,No,2024-06-19,,7367
7853-WNZSY,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,No,2021-08-26,2024-02-07,2984
3120-FAZKD,Male,0.0,Yes,Yes,54.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1230.9,No,2023-12-13,,6278
8606-OEGQZ,Female,0.0,No,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3,454.65,No,2022-07-05,,9649
0225-ZORZP,Male,0.0,No,No,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No,2020-01-24,,1581
4702-IOQDC,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,2019-05-30,2019-10-11,3980
9489-JMTTN,Female,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,No,2020-08-25,,5802
0575-CUQOV,Male,1.0,Yes,No,60.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867,No,2023-03-14,2022-09-04,9332
0967-BMLBD,Female,0.0,Yes,Yes,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,196.35,No,2023-08-27,,9712
6178-KFNHS,,,No,,,,,,Yes,No,No,,,No,Month-to-month,,,,,Yes,2022-12-02,,6302
2830-LEWOA,Male,0.0,Yes,Yes,61.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.9,6449.15,No,2020-02-24,,5920
5006-MXVRN,Female,0.0,No,No,  39.0 ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.7,762.45,No,2023-11-07,2022-11-14,4729
1264-BYWMS,Male,0.0,No,No,55.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,2019-09-20,,5008
9658-WYUFB,Female,0.0,No,No,17.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,2019-04-29,,7604
8327-WKMIE,Male,0.0,No,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,785.75,No,2020-01-31,,5898
6917-FIJHC,Female,0.0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,1776,No,2022-10-20,,5977
5329-KRDTM,Male,1.0,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,No,2024-06-22,,8594
7797-EJMDP,Female,0.0,No,No,8.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,No,2020-07-05,,2247
3530-VWVGU,Female,0.0,Yes,Yes,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,No,2022-04-14,,9617
2013-SGDXK,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,2020-03-04,,7339
6368-NWMCE,Female,0.0,No,No,38.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,No,2023-10-21,,6279
3633-CDBUW,Male,0.0,No,Yes,17.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.85,1445.95,No,2023-04-16,,6214
0707-HOVVN,Female,1.0,No,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No,2019-02-08,,6189
8580-QVLOC,Female,1.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,2023-01-22,,6090
3956-MGXOG,Female,0.0,No,No,28.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,No,2019-06-25,,4155
9274-UARKJ,Female,0.0,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130,No,2023-07-06,2024-04-03,7642
4077-HWUYD,Male,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No,2024-04-24,,3273
2012-NWRPA,Female,1.0,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,2021-10-17,,6880
8808-ELEHO,Male,1.0,No,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,2024-05-21,,5737
0103-CSITQ,Female,0.0,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,No,2021-05-30,2022-12-08,4295
3506-LCJDC,Male,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,2023-02-15,2025-04-27,8234
8671-KKKOS,Female,0.0,Yes,No,ten,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,No,2020-02-13,,3866
7305-ZWMAJ,,,Yes,No,,Yes,,No,No internet service,No internet service,No internet service,,,No internet service,One year,,,,587.1,No,2022-12-13,,6935
9518-XXBXE,Male,1.0,Yes,No,10.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,No,2021-08-04,,3257
3934-HXCFZ,Male,0.0,Yes,,,,,,Yes,Yes,Yes,,,No,,,,99.25,2186.4,Yes,2020-05-21,2023-08-22,2804
6578-KRMAW,Male,0.0,No,No,32.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,No,2019-09-19,,6175
4860-IJUDE,Male,0.0,No,No,13.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,No,2024-01-27,2026-09-07,9780
7666-WKRON,Female,0.0,No,No,39.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,2023-05-31,2025-03-24,3698
9688-YGXVR,Female,0.0,No,No,44.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,No,2022-04-11,,2030
0423-UDIJQ,Male,1.0,No,No,9.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,No,2019-11-29,,2083
1945-XISKS,Female,0.0,Yes,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,No,2022-01-05,,5425
4910-AQFFX,Male,0.0,Yes,Yes,9.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,2019-08-30,,8043
2154-KVJFF,Female,0.0,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,2020-05-13,,7409
5360-LJCNJ,Female,,Yes,,,Yes,,,No,Yes,Yes,,,Yes,,Yes,,,,No,2021-12-12,,2881
2607-FBDFF,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49,No,2022-02-07,2024-11-26,8513
9647-ERGBE,Female,0.0,Yes,Yes,-10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,2024-03-31,,2483
3428-XZMAZ,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,2019-05-03,,6032
1100-DDVRV,Male,0.0,Yes,No,-5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No,2024-02-15,2024-01-21,8640
0378-TOVMS,,,No,,,,,,No,No,No,,,Yes,,No,,,272.2,Yes,2019-03-16,,8269
4355-HBJHH,Male,0.0,Yes,Yes,67.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,2022-10-12,,7318
6728-WYQBC,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,20.95,No,2019-11-07,,3978
9058-CBREO,Female,1.0,No,No,-2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,2019-10-14,2020-10-05,7894
9029-FEGVJ,Female,1.0,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570,No,2022-07-14,,4479
7216-KAOID,Male,0.0,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,No,2023-10-30,2026-07-23,4152
0318-QUUOB,Male,0.0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,2024-05-23,,5793
6145-NNPNO,Female,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,No,2021-03-24,,6556
  5520-FVEWJ  ,  Female  ,0.0,  Yes  ,  Yes  ,    12.0   ,  Yes  ,  Yes  ,  Fiber optic  ,  No  ,  Yes  ,  Yes  ,  No  ,  No  ,  No  ,  Month-to-month  ,  Yes  ,  Electronic check  ,84.5,  916.9  ,  Yes  ,  2023-11-23  ,    ,  2882  
5339-TJFEK,Male,0.0,Yes,Yes,62.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,No,2021-09-06,,9388
5572-ZDXHY,Female,0.0,No,No,22.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,2020-09-05,2021-11-04,8801
2074-GUHPQ,Female,0.0,No,Yes,17.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,No,2021-08-14,,3543
4625-XMOYM,Female,0.0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,No,2020-07-10,,3175
5827-MWCZK,,,Yes,,,,,Fiber optic,No,Yes,No,,,No,,,,,,No,2023-02-28,,1620
1385-TQOZW,Female,0.0,No,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,No,2021-09-07,2021-12-28,4654
5914-XRFQB,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,No,2023-04-21,2024-03-02,2537
4329-YPDDQ,Male,0.0,No,No,20.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,No,2019-01-26,2020-04-05,9372
4804-NCPET,Male,0.0,Yes,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,387.4,No,2020-11-08,,9076
3750-CKVKH,Male,0.0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Yes,2024-05-08,2024-07-10,8456
5944-UGLLK,Male,0.0,No,No,53.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,No,2021-10-25,2023-11-19,3533
8063-GBATB,Female,1.0,No,No,27.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes,2022-06-29,,7209
7787-BNTZM,Male,0.0,No,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,130.5,No,2021-08-30,,5420
2252-ISRNH,,,Yes,Yes,9.0,,Yes,,No,No,Yes,,Yes,No,,,,,,No,2019-10-28,,3459
9415-TPKRV,Female,0.0,Yes,Yes,8.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,No,2020-08-09,2020-10-19,5810
5322-TEUJK,Female,0.0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,No,2020-12-17,,2487
4547-KQRTM,Female,0.0,No,No,-5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,2019-03-21,,9639
  4877-EVATK  ,  Male  ,0.0,  No  ,  No  ,  1.0  ,  Yes  ,  No  ,  No  ,  No internet service  ,  No internet service  ,  No internet service  ,  No internet service  ,  No internet service  ,  No internet service  ,  Month-to-month  ,  No  ,  Mailed check  ,20.0,  20  ,  Yes  ,  2020-12-21  ,    ,  2474  
1866-DIOQZ,,,Yes,No,,,,,Yes,Yes,Yes,Yes,,Yes,,,,66.8,4689.15,No,2019-01-27,,3713
8375-KVTHK,Male,0.0,Yes,No,68.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,No,2023-04-27,,2992
2697-NQBPF,Male,0.0,No,No,34.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,No,2019-03-02,,5692
3709-OIJEA,Male,0.0,No,No,26.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,No,2019-11-29,,7047
7639-SUPCW,,,No,,,,,,Yes,No,No,,No,No,,,,,1054.6,Yes,2023-05-14,,9622
1386-ZIKUV,Male,0.0,No,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,No,2023-01-08,2025-05-09,4497
0599-XNYDO,Female,0.0,Yes,No,154,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,No,2021-04-09,,2811
6377-WHAOX,Female,0.0,Yes,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,No,2021-10-22,,1194
6855-VLGOS,Male,0.0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.55,1432.55,No,2024-05-31,,6380
8999-XXGNS,Female,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,No,2019-12-22,,9810
8746-OQQRW,Male,0.0,No,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.25,101.9,No,2022-07-17,2021-10-13,1572
3181-MIZBN,Male,0.0,Yes,Yes,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,313.4,No,2019-08-14,,9964
0471-ARVMX,Female,1.0,Yes,No,62.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,No,2019-03-22,,3366
7766-CLTIC,Female,0.0,No,No,10.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,No,2019-08-06,2020-07-10,9174
5650-YLIBA,Male,0.0,No,No,31.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No,2019-02-21,,1622
0825-CPPQH,Female,0.0,Yes,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,No,2019-02-12,2020-04-05,9024
9084-OAYKL,Male,0.0,No,No,58.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.8,1212.25,No,2024-06-19,,3971
6122-LJADA,Male,0.0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,No,2020-12-18,,3473
2400-XIWIO,Female,0.0,Yes,No,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,No,2023-01-15,,2857
7524-VRLPL,Male,1.0,No,No,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031,No,2023-10-26,,2202
1069-XAIEM,Female,1.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,2019-04-01,,8184
7569-NMZYQ,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,No,2022-10-25,,1624
5201-USSQZ,Female,0.0,Yes,No,26.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,No,2021-08-22,2023-10-30,5170
2105-PHWON,Female,0.0,Yes,No,  33.0 ,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,No,2022-08-22,,9536
1494-EJZDW,Female,0.0,Yes,Yes,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,No,2020-06-08,2020-05-29,4644
4884-TVUQF,,1.0,No,,57.0,,,Fiber optic,Yes,No,Yes,,No,Yes,,No,,,,No,2019-04-07,2018-05-21,8442
8003-EWNDZ,Female,0.0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,No,2022-01-23,,7230
1897-RCFUM,Female,0.0,Yes,Yes,39.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,914.6,No,2019-10-08,,8157
9256-JTBNZ,Female,0.0,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,No,2024-05-15,2025-02-28,9523
4658-HCOHW,Female,0.0,Yes,Yes,21.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,2021-04-13,,1880
2211-RMNHO,Female,0.0,Yes,Yes,68.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560,No,2020-04-11,,3713
2432-TFSMK,Male,0.0,No,No,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633,No,2021-09-18,,3892
3440-JPSCL,Female,0.0,No,,,Yes,,,No,No,Yes,,,Yes,,,,99.95,,Yes,2021-02-04,,1600
4929-ROART,Male,0.0,No,No,18.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,No,2020-12-15,2023-08-18,1955
1834-ABKHQ,Female,0.0,Yes,Yes,52.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,No,2023-07-29,2025-11-11,1987
1741-WTPON,Male,0.0,Yes,Yes,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,No,2023-04-19,,9546
  3932-IJWDZ  ,  Male  ,0.0,  No  ,  No  ,  -9  ,  Yes  ,  Yes  ,  Fiber optic  ,  No  ,  No  ,  Yes  ,  Yes  ,  Yes  ,  Yes  ,  Month-to-month  ,  Yes  ,  Bank transfer (automatic)  ,103.65,  4747.85  ,  No  ,  2023-09-20  ,    ,  8714  
1240-HCBOH,Female,0.0,No,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.1,1759.55,No,2019-06-25,,6295
3594-KADLU,Male,0.0,Yes,No,3.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,No,2021-10-31,,8611
8065-BVEPF,Male,1.0,No,No,65.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,No,2020-02-21,,4094
3796-ENZGF,Male,0.0,Yes,No,63.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,No,2019-08-13,,5277
1734-ZMNTZ,Female,0.0,Yes,Yes,11.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,No,2019-06-25,2021-09-25,8950
2853-CWQFQ,Male,0.0,No,Yes,-7,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,No,2021-10-18,2023-05-03,2328
0813-TAXXS,Male,0.0,No,No,55.0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,No,2023-01-18,,2316
